@relation vowel-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.MathExpression-E(A-MIN)*1000/(MAX-MIN)

@attribute Sex {Male,Female}
@attribute 'Feature 0' numeric
@attribute 'Feature 1' numeric
@attribute 'Feature 2' numeric
@attribute 'Feature 3' numeric
@attribute 'Feature 4' numeric
@attribute 'Feature 5' numeric
@attribute 'Feature 6' numeric
@attribute 'Feature 7' numeric
@attribute 'Feature 8' numeric
@attribute 'Feature 9' numeric
@attribute Class {hid,hId,hEd,hAd,hYd,had,hOd,hod,hUd,hud,hed}

@data
Male,382.903981,414.461248,867.534456,868.198627,242.799394,276.636105,0,585.534214,840.520192,899.544863,hod
Male,481.498829,361.531191,750.893313,536.978341,207.427994,530.50901,480.952381,660.864346,664.271047,830.949285,hUd
Male,209.601874,381.379962,657.223073,528.79028,458.059626,680.36674,436.054422,616.446579,720.396988,589.401821,hud
Male,609.601874,332.860744,686.574783,452.720549,322.385043,510.907366,474.14966,570.228091,669.746749,580.624187,hed
Male,762.997658,106.805293,240.939255,535.657686,551.541182,815.049004,724.14966,774.909964,496.235455,376.137841,hid
Male,870.257611,219.124134,345.32925,306.39197,443.911066,670.882074,641.156463,644.357743,659.137577,423.927178,hId
Male,770.491803,313.957152,392.291986,451.135763,593.481556,512.8043,566.326531,564.52581,393.908282,386.540962,hEd
Male,739.812646,434.310019,510.20929,382.989963,504.295099,350.616503,484.693878,368.847539,657.084189,286.085826,hAd
Male,633.255269,441.398866,852.220521,459.587956,226.376958,182.421752,432.653061,644.957983,575.975359,568.595579,hYd
Male,683.840749,381.222432,724.60439,465.662969,356.998484,289.598482,461.22449,624.2497,794.661191,413.19896,had
Male,533.489461,313.642092,846.350179,770.470153,406.771097,286.120771,127.210884,394.357743,848.391513,892.717815,hOd
Male,393.676815,400.441084,865.237366,870.575806,214.249621,266.835283,32.653061,585.234094,850.787132,884.915475,hod
Male,483.840749,336.641462,740.939255,556.788167,189.236988,546.316788,529.591837,655.162065,627.652293,817.295189,hUd
Male,191.334895,383.742911,674.834099,532.752245,434.057605,691.74834,440.136054,615.546218,704.996578,577.373212,hud
Male,587.119438,345.148078,702.909648,455.097728,346.387064,522.921277,484.013605,590.036014,641.341547,564.369311,hed
Male,738.407494,104.599874,252.679939,555.995774,555.583628,834.018337,735.714286,779.111645,486.310746,371.261378,hid
Male,860.421546,207.466919,347.62634,315.900687,441.889843,664.242807,635.034014,649.159664,652.29295,418.40052,hId
Male,767.681499,315.374921,375.701889,443.475964,587.670541,510.907366,588.095238,599.939976,399.383984,352.730819,hEd
Male,734.192037,423.282924,485.706993,422.345483,448.964123,428.074613,384.693878,481.992797,561.259411,310.793238,hAd
Male,622.248244,442.028986,842.01123,469.096672,232.187974,153.019285,437.07483,656.362545,569.130732,573.472042,hYd
Male,671.662763,324.826717,729.964267,502.113048,368.873168,352.513437,441.156463,636.254502,753.593429,459.362809,had
Male,556.674473,303.717706,821.847882,750.924459,356.493178,255.453683,236.734694,459.783914,866.872005,833.875163,hOd
Male,404.918033,378.229364,864.216437,898.573693,187.468418,248.498261,89.795918,582.232893,840.862423,885.56567,hod
Male,460.187354,312.854442,734.303216,588.748019,195.805963,603.857098,589.795918,645.258103,532.854209,703.836151,hUd
Male,161.592506,425.960933,676.11026,525.356577,448.71147,687.638318,434.693878,631.152461,699.520876,513.003901,hud
Male,563.700234,361.531191,699.591628,459.587956,372.157655,534.302877,493.877551,591.536615,640.657084,536.085826,hed
Female,509.836066,0,701.888719,773.903856,704.143507,777.110338,400,247.59904,298.767967,714.239272,hid
Female,490.163934,256.773787,730.985197,754.358162,756.695301,392.981347,211.564626,224.189676,334.017796,601.105332,hId
Female,608.899297,269.061122,693.721286,726.888537,618.999495,144.799241,312.585034,322.328932,454.483231,658.972692,hEd
Female,853.629977,347.195967,588.565595,331.220285,495.957554,176.730952,571.768707,373.94958,314.510609,637.841352,hAd
Female,574.473068,526.307498,555.640633,228.737454,363.820111,293.076193,822.44898,439.67587,396.646133,515.929779,hYd
Female,635.59719,453.84373,476.2634,254.358162,480.293077,216.250395,917.346939,424.669868,275.154004,707.087126,had
Female,392.974239,566.005041,911.689638,437.400951,271.349166,128.675308,513.945578,779.711885,468.856947,328.023407,hOd
Female,308.665105,781.978576,654.925983,332.276809,261.243052,100.537464,590.136054,863.145258,464.065708,491.222367,hod
Female,265.105386,620.195337,622.511485,288.959324,596.513391,536.515966,636.734694,518.607443,365.160849,244.473342,hUd
Female,246.135831,643.982357,776.927004,531.695721,684.94189,415.112235,430.272109,623.34934,210.130048,292.262679,hud
Female,538.875878,345.305608,599.540582,271.262546,566.447701,355.991148,664.965986,615.246098,244.695414,484.720416,hed
Female,479.859485,21.581601,711.332312,752.509245,711.217787,784.381916,370.748299,232.593037,374.058864,754.551365,hid
Female,465.339578,277.410208,844.563553,721.870048,727.640222,375.592792,190.816327,219.387755,384.668036,602.080624,hId
Female,592.505855,284.341525,699.081164,699.418912,655.886812,157.129308,301.020408,262.905162,467.830253,680.104031,hEd
Female,851.053864,343.572779,560.490046,374.009509,472.713492,190.641796,586.394558,372.44898,337.44011,623.537061,hAd
Female,550.351288,530.088217,529.862175,256.47121,374.936837,364.527347,800.680272,419.267707,387.405886,464.239272,hYd
Female,647.775176,437.460618,461.970393,250.660328,502.021223,263.673727,867.687075,406.362545,347.022587,603.055917,had
Female,422.716628,579.237555,896.375702,400.686741,259.474482,164.400885,556.462585,850.540216,447.980835,328.023407,hOd
Female,293.442623,818.52552,673.047473,302.165874,233.956544,185.583307,591.496599,737.094838,535.249829,533.485046,hod
Female,266.978923,634.530561,575.548749,302.958267,627.337039,483.717989,652.380952,538.115246,305.270363,266.905072,hUd
Female,239.578454,616.099559,762.889229,517.960909,723.092471,389.18748,513.945578,629.051621,252.908966,249.349805,hud
Female,535.831382,345.463138,575.803982,291.072372,556.341587,348.087259,659.863946,595.438175,205.68104,495.123537,hed
Female,426.4637,50.094518,756.25319,780.771263,703.638201,739.803984,301.70068,206.782713,451.060917,746.423927,hid
Female,487.822014,244.801512,878.509444,706.022187,727.640222,402.466013,236.734694,232.893157,390.143737,546.163849,hId
Female,590.632319,283.868935,674.834099,768.621236,625.568469,134.049953,356.122449,234.393758,457.221081,683.355007,hEd
Female,823.887588,327.819786,625.063808,358.68991,493.431026,146.696175,562.585034,403.961585,342.915811,643.693108,hAd
Female,534.894614,547.574039,498.979071,243.792921,406.265791,449.257034,799.319728,348.139256,389.459274,432.704811,hYd
Female,622.014052,424.543163,430.576825,310.618067,517.6857,341.447992,785.034014,354.441777,310.061602,599.804941,had
Female,414.98829,627.756774,907.095457,379.820391,254.421425,197.281062,543.877551,820.228091,431.211499,409.622887,hOd
Female,267.915691,816.320101,618.172537,272.31907,243.557352,284.856149,695.578231,689.07563,562.286105,485.370611,hod
Female,267.681499,604.914934,617.40684,332.012678,569.226882,437.559279,676.870748,561.22449,366.187543,254.876463,hUd
Female,210.070258,566.477631,782.797346,445.853143,714.754927,432.50079,499.659864,632.352941,238.193018,185.630689,hud
Female,513.114754,363.42155,574.017356,296.619123,559.626074,338.602592,649.319728,557.022809,200.54757,497.074122,hed
Female,404.215457,65.217391,783.30781,768.621236,683.425973,732.21625,297.278912,207.382953,443.189596,733.094928,hid
Female,506.323185,213.925646,885.145482,687.268885,729.661445,420.803035,279.931973,248.19928,357.631759,497.724317,hId
Female,555.971897,283.868935,696.273609,802.430005,595.502779,92.001265,304.081633,318.727491,488.364134,692.457737,hEd
Female,843.091335,331.600504,620.469627,359.482303,526.275897,130.572242,621.088435,360.444178,335.386721,618.010403,hAd
Female,532.084309,540.485192,519.652884,316.957211,315.05811,484.666456,802.721088,377.55102,297.399042,483.420026,hYd
Female,554.800937,412.255829,452.782032,372.952985,569.226882,394.245969,705.782313,364.945978,211.498973,576.072822,had
Female,380.327869,693.446755,860.643185,322.503962,243.304699,196.332596,540.136054,791.416567,332.648871,463.914174,hOd
Female,231.615925,812.854442,638.84635,334.125726,251.389591,247.549794,699.319728,695.378151,577.686516,472.691808,hod
Female,263.23185,603.182105,666.156202,332.276809,567.205659,414.163769,646.938776,536.614646,390.143737,258.127438,hUd
Female,180.093677,611.373661,786.881062,422.609614,698.079838,478.975656,475.170068,620.348139,268.651608,181.404421,hud
Female,523.419204,363.42155,578.101072,346.011622,557.857504,280.746127,685.714286,543.217287,173.853525,505.526658,hed
Female,356.440281,106.332703,811.383359,717.37982,690.2476,742.965539,267.006803,178.871549,430.527036,774.382315,hid
Female,452.693208,251.732829,901.990812,676.439514,720.565942,317.420171,237.414966,273.709484,316.906229,550.390117,hId
Female,459.484778,364.839319,785.094436,744.057052,543.203638,4.742333,325.170068,397.358944,575.290897,651.820546,hEd
Female,846.604215,340.10712,583.971414,424.722662,508.337544,114.448309,668.367347,354.141657,343.258042,588.751625,hAd
Female,521.077283,527.095148,555.385401,350.237718,315.563416,406.25988,834.353741,412.665066,242.299795,510.728218,hYd
Female,517.096019,383.900441,519.908116,458.795563,561.899949,445.779323,668.027211,382.953181,159.82204,526.657997,had
Female,358.079625,779.143037,645.227157,237.982039,308.741789,273.158394,690.136054,584.333733,304.928131,442.782835,hOd
Female,234.42623,810.176434,676.620725,359.746434,221.323901,232.058173,616.666667,663.865546,583.162218,494.473342,hod
Female,253.395785,623.818526,713.37417,339.144216,566.953007,388.555169,590.47619,480.492197,388.43258,250.650195,hUd
Female,167.213115,676.118463,790.199081,402.535658,707.427994,488.460322,512.585034,646.458583,311.088296,208.712614,hud
Female,553.864169,359.798362,578.866769,350.237718,560.384032,288.33386,673.129252,540.816327,147.843943,539.336801,hed
Female,355.503513,111.216131,820.316488,698.626519,692.01617,739.171672,249.319728,159.063625,433.607118,802.340702,hid
Female,390.632319,298.991808,806.789178,745.377707,702.374937,123.616819,249.659864,311.22449,329.568789,683.680104,hId
Female,449.180328,347.195967,767.993874,763.074485,600.303183,55.327221,304.081633,359.843938,506.844627,610.53316,hEd
Female,820.374707,349.401386,599.030117,412.044374,514.14856,112.23522,597.619048,398.259304,315.195072,607.93238,hAd
Female,531.381733,530.088217,544.665646,276.016904,383.274381,391.084414,816.666667,445.378151,290.554415,469.76593,hYd
Female,458.548009,362.161311,561.766207,560.486001,528.29712,434.713879,684.693878,353.241297,228.610541,511.053316,had
Female,362.997658,715.185885,604.900459,309.561543,346.639717,293.392349,756.122449,502.40096,353.524983,322.821847,hOd
Female,233.021077,773.78702,683.767228,366.085578,226.376958,163.136263,566.326531,697.178872,572.895277,487.971391,hod
Female,265.57377,601.134216,644.716692,393.819334,592.470945,388.555169,632.993197,507.803121,326.830938,232.769831,hUd
Female,156.206089,680.529301,897.141399,367.934496,650.328449,543.787543,490.816327,653.661465,394.934976,188.881664,hud
Female,585.480094,353.654694,628.892292,386.159535,562.910561,217.515017,652.721088,530.912365,192.676249,462.938882,hed
Female,442.388759,152.961563,507.146503,626.518753,770.085902,574.454632,882.993197,64.22569,208.418891,582.574772,hid
Female,320.140515,367.044739,586.268504,817.221342,693.279434,657.919696,246.938776,236.194478,165.982204,570.871261,hId
Female,596.252927,322.306238,377.233282,717.37982,609.903992,534.619033,364.285714,331.032413,305.270363,678.478544,hEd
Female,636.533958,418.399496,397.651863,494.981511,444.163719,264.93835,586.394558,179.171669,445.927447,659.297789,hAd
Female,540.046838,564.744802,466.819806,377.971474,254.168772,343.344926,681.632653,533.313325,498.288843,326.397919,hYd
Female,591.569087,511.184625,416.028586,380.876915,376.200101,417.325324,571.428571,435.77431,477.412731,434.655397,had
Female,426.697892,635.7908,453.547728,365.293185,375.442142,299.71546,786.394558,521.008403,514.373717,227.893368,hOd
Female,226.697892,729.048519,528.841246,609.350238,277.91814,175.466329,718.707483,532.112845,745.037645,518.530559,hod
Female,344.262295,626.023945,228.177642,578.711041,462.102072,699.968384,585.37415,825.630252,506.160164,124.512354,hUd
Female,121.077283,709.357278,340.479837,557.58056,651.591713,358.520392,677.210884,388.355342,461.670089,91.352406,hud
Female,514.98829,457.151859,421.898928,629.688325,461.849419,557.066077,581.972789,638.955582,470.225873,174.252276,hed
Female,455.035129,188.248267,457.886677,573.692552,800.90955,641.795764,826.190476,0,198.494182,610.858257,hid
Female,373.067916,344.990548,532.669729,839.936609,705.659424,749.604806,390.47619,285.414166,114.30527,510.728218,hId
Female,589.69555,322.148708,412.710567,726.360275,617.483578,556.749921,411.22449,337.334934,231.690623,675.877763,hEd
Female,631.381733,411.783239,420.367534,507.131537,413.087418,295.289282,538.77551,183.973589,455.167693,600.780234,hAd
Female,545.433255,541.745432,484.430832,417.855256,243.052046,268.732216,717.006803,538.715486,520.19165,345.903771,hYd
Female,613.583138,485.664776,466.564574,367.934496,367.357251,450.205501,551.360544,442.677071,519.849418,425.227568,had
Female,434.894614,649.653434,408.371618,374.801902,398.180899,356.939614,829.251701,484.093637,448.665298,213.589077,hOd
Female,230.210773,690.768746,537.774375,678.552562,237.241031,149.85773,698.29932,540.216086,780.971937,522.106632,hod
Female,306.791569,592.155009,392.291986,557.58056,418.645781,626.620297,485.714286,867.346939,601.984942,157.022107,hUd
Female,117.798595,715.658475,348.647269,557.316429,647.80192,319.949415,710.544218,389.255702,494.524298,63.719116,hud
Female,517.798595,440.768746,413.731496,640.253566,436.331481,536.515966,581.972789,669.567827,478.097194,217.815345,hed
Female,436.533958,175.645873,529.096478,615.689382,783.22385,573.506165,838.77551,24.609844,118.069815,636.540962,hid
Female,396.487119,313.484562,541.602859,844.426836,684.94189,794.815049,485.714286,383.253301,38.329911,546.814044,hId
Female,547.0726,337.429112,448.953548,752.245114,627.084386,531.773633,394.217687,318.127251,185.147159,710.338101,hEd
Female,608.665105,421.707624,412.710567,496.302166,424.204144,318.684793,502.380952,191.176471,437.713895,574.447334,hAd
Female,550.819672,555.923125,462.225625,398.045431,263.011622,277.268416,771.768707,479.591837,503.764545,339.401821,hYd
Female,635.59719,467.233774,479.836651,377.443212,358.009096,457.793234,554.421769,469.687875,531.485284,381.339402,had
Female,462.529274,633.112791,429.045431,319.33439,439.868621,377.489725,825.170068,542.917167,450.376454,196.684005,hOd
Female,239.578454,709.357278,518.376723,656.629688,187.468418,231.425862,678.911565,555.522209,791.92334,442.13264,hod
Female,336.299766,545.36862,375.191424,553.618595,420.161698,640.214986,469.387755,890.156062,543.805613,174.252276,hUd
Female,109.367681,733.931947,408.62685,522.979398,596.766043,322.162504,644.217687,400.060024,621.492129,0,hud
Female,507.025761,431.00189,424.706483,619.123085,426.225366,532.722099,551.70068,647.659064,491.101985,236.020806,hed
Female,378.688525,179.111531,627.616131,641.045959,807.478525,492.8865,759.183673,93.337335,61.601643,627.113134,hid
Female,418.032787,292.690611,515.058703,841.257264,680.394138,797.344293,546.598639,412.364946,44.490075,500.325098,hId
Female,497.65808,359.798362,474.732006,770.470153,622.789288,500.474233,359.863946,291.116447,180.013689,755.851756,hEd
Female,576.346604,433.049779,418.325676,468.304279,467.913087,270.62915,521.768707,153.361345,452.429843,600.455137,hAd
Female,553.864169,583.490863,435.68147,331.748547,308.741789,340.18337,776.530612,430.072029,513.004791,303.641092,hYd
Female,632.318501,438.720857,493.108729,431.8542,351.692774,463.80019,520.748299,544.117647,504.791239,334.525358,had
Female,488.758782,631.222432,416.028586,283.940835,458.564932,449.889346,811.564626,530.612245,492.47091,253.90117,hOd
Female,242.622951,723.692502,520.929045,633.122029,163.466397,306.354727,695.238095,569.627851,788.501027,395.968791,hod
Female,335.831382,525.834909,383.869321,595.615425,443.153108,567.815365,509.183673,787.515006,636.550308,191.807542,hUd
Female,99.063232,772.84184,453.547728,451.399894,629.863567,226.051217,659.863946,383.253301,594.455852,117.035111,hud
Female,516.393443,422.337744,411.434405,621.764395,412.329459,492.254189,594.897959,613.145258,539.356605,203.511053,hed
Female,334.894614,198.960302,660.796325,666.666667,799.14098,470.123301,731.972789,63.32533,116.70089,562.418726,hid
Female,425.526932,288.437303,488.514548,822.239831,691.005558,784.06576,559.863946,448.079232,36.276523,473.016905,hId
Female,496.487119,347.983617,488.259316,731.378764,642.49621,505.848878,359.52381,344.837935,108.829569,772.43173,hEd
Female,552.9274,428.481411,432.618683,499.471738,445.17433,278.849194,512.92517,159.663866,466.119097,582.89987,hAd
Female,544.964871,582.545684,439.765186,343.634443,280.949975,378.438192,764.965986,427.971188,546.201232,270.806242,hYd
Female,598.360656,399.653434,500.255232,494.71738,382.769075,475.497945,468.367347,645.258103,409.650924,352.405722,had
Female,460.187354,641.146818,413.476263,318.013735,457.55432,519.759722,803.061224,406.662665,511.635866,302.6658,hOd
Female,243.325527,702.898551,539.050536,643.687269,181.152097,266.835283,697.278912,578.631453,826.488706,455.136541,hod
Female,315.925059,484.404537,451.761103,671.421025,479.282466,555.801454,446.938776,767.406963,618.412047,242.197659,hUd
Female,87.822014,810.491493,460.183767,420.232435,625.568469,208.662662,630.612245,405.762305,543.805613,178.803641,hud
Female,524.12178,406.112161,418.070444,632.065504,409.044972,450.837812,607.142857,606.542617,577.002053,186.280884,hed
Female,316.861827,218.809074,647.524247,681.193872,783.729156,486.563389,721.768707,30.612245,150.924025,521.456437,hid
Female,423.185012,280.403277,483.920368,801.901743,704.143507,724.628517,545.918367,502.40096,40.72553,398.894668,hId
Female,529.039813,323.093888,445.890761,718.436344,644.517433,533.986721,414.285714,363.445378,53.730322,746.423927,hEd
Female,516.627635,432.57719,452.016335,513.470681,438.352703,281.378438,504.421769,182.172869,452.772074,595.903771,hAd
Female,541.686183,582.073094,428.024502,360.802958,243.304699,405.943724,757.482993,453.481393,525.32512,261.378414,hYd
Female,539.812646,374.291115,509.443594,524.035922,439.868621,508.061966,477.210884,681.272509,367.214237,349.804941,had
Female,409.601874,617.832388,520.673813,372.160592,432.289035,506.797344,716.326531,366.446579,524.640657,286.736021,hOd
Female,265.807963,726.21298,459.162838,550.977285,165.48762,410.053746,754.761905,605.342137,797.399042,413.19896,hod
Female,319.672131,425.330813,479.836651,750.924459,519.201617,621.561808,340.816327,735.894358,509.924709,421.0013,hUd
Female,76.346604,825.614367,392.80245,470.681458,601.819101,226.051217,669.047619,384.153661,558.179329,52.6658,hud
Female,522.482436,403.906742,419.85707,624.405705,413.340071,445.147012,613.605442,595.738295,580.766598,188.556567,hed
Female,469.086651,104.914934,503.062787,662.17644,923.698838,602.27632,586.054422,103.841537,467.145791,526.983095,hid
Female,618.735363,183.364839,420.112302,565.50449,818.342597,568.131521,497.278912,432.472989,246.406571,648.244473,hId
Female,702.810304,304.820416,486.47269,673.005811,597.524002,287.701549,310.204082,278.211285,440.451745,727.243173,hEd
Female,778.922717,549.464398,462.991322,410.98785,500,137.843819,608.503401,358.643457,252.908966,625.812744,hAd
Female,637.704918,645.242596,573.762124,284.997359,195.048004,354.094214,557.142857,668.367347,221.423682,445.383615,hYd
Female,673.5363,656.899811,559.469117,261.225568,374.431531,375.276636,563.605442,522.208884,166.666667,581.924577,had
Female,584.543326,566.950221,813.680449,435.287903,177.109651,195.384129,414.965986,843.037215,496.577687,317.620286,hOd
Female,234.42623,718.809074,607.708014,42.789223,364.830723,434.713879,719.727891,637.755102,540.041068,297.789337,hod
Female,287.35363,561.436673,608.473711,185.419968,612.43052,364.527347,814.285714,809.123649,123.203285,449.284785,hUd
Female,57.845433,638.626339,755.742726,384.574749,642.748863,160.607019,636.394558,530.312125,120.807666,474.317295,hud
Female,628.337237,403.591682,598.009188,326.994189,517.938353,346.506481,507.482993,592.436975,73.237509,524.707412,hed
Female,416.861827,121.928166,542.368555,681.986265,939.110662,566.550743,577.891156,132.052821,427.446954,573.472042,hid
Female,597.65808,184.782609,459.41807,556.259905,810.510359,594.688587,472.108844,443.277311,234.770705,652.470741,hId
Female,727.868852,303.875236,420.367534,687.797147,632.642749,306.987038,351.360544,223.289316,413.7577,741.872562,hEd
Female,769.320843,542.848141,489.025013,440.042261,497.220819,108.441353,614.62585,342.136855,321.697467,544.538362,hAd
Female,632.084309,645.872716,591.117917,270.470153,159.676604,384.761303,545.578231,657.863145,243.326489,412.223667,hYd
Female,669.320843,657.057341,524.247065,321.183307,356.745831,377.80588,611.22449,469.987995,139.288159,663.19896,had
Female,586.18267,578.134846,820.57172,460.908611,174.33047,155.54853,382.993197,828.931573,544.490075,313.068921,hOd
Female,203.747073,754.253308,519.14242,95.615425,418.898434,425.545368,732.993197,628.451381,415.468857,293.563069,hod
Female,273.067916,546.15627,685.809086,175.38299,591.712986,386.658236,735.37415,831.332533,138.945927,458.387516,hUd
Female,44.730679,602.551985,778.203165,336.238774,671.551289,244.072083,649.659864,577.430972,70.499658,459.362809,hud
Female,596.252927,457.939509,536.753446,342.84205,537.13997,338.286437,534.013605,531.512605,18.822724,617.360208,hed
Female,380.562061,140.831758,543.134252,717.37982,938.352703,577.300032,584.013605,138.655462,390.8282,610.53316,hid
Female,543.793911,194.549464,508.677897,562.070787,816.321374,581.410054,381.632653,417.166867,259.411362,661.89857,hId
Female,685.948478,306.710775,431.087289,711.833069,615.209702,267.467594,382.993197,204.981993,460.985626,736.020806,hEd
Female,755.503513,541.115312,481.368045,484.152139,462.86003,109.705975,593.537415,323.229292,359.685147,571.846554,hAd
Female,620.140515,646.345306,562.531904,274.96038,134.916625,393.297502,563.945578,668.067227,228.268309,430.429129,hYd
Female,654.800937,597.195967,562.02144,394.611727,309.499747,353.778059,625.510204,462.184874,138.945927,666.775033,had
Female,570.257611,604.442344,770.546197,445.324881,165.992926,147.960797,428.231293,831.932773,495.893224,287.061118,hOd
Female,193.676815,786.862004,403.777437,117.274168,496.968166,421.751502,797.959184,586.134454,342.231348,276.007802,hod
Female,258.548009,542.533081,687.34048,157.950343,621.778676,464.432501,659.52381,717.286915,97.878166,533.159948,hUd
Female,33.255269,534.499055,845.584482,299.788695,682.920667,310.148593,627.55102,688.47539,68.788501,446.684005,hud
Female,561.826698,508.506616,466.054109,400.950872,534.613441,299.083149,586.394558,416.866747,25.667351,738.621586,hed
Female,339.812646,150.283554,573.506891,708.399366,979.787772,619.981031,601.020408,171.068427,380.561259,648.569571,hid
Female,482.201405,214.240706,551.812149,601.426307,811.268317,502.371167,345.238095,386.554622,271.047228,703.185956,hId
Female,621.311475,319.628229,466.309342,732.96355,546.993431,260.828328,372.108844,228.691477,530.800821,682.054616,hEd
Female,749.648712,541.587902,474.987238,474.907554,476.755937,124.881442,557.823129,307.022809,330.595483,599.804941,hAd
Female,611.241218,631.537492,552.577846,304.807184,115.462355,336.705659,591.496599,691.176471,253.935661,396.293888,hYd
Female,629.976581,558.443604,564.063298,443.475964,307.731177,350.932659,641.156463,379.651861,149.212868,686.605982,had
Female,536.065574,613.57908,689.382338,404.384575,164.224356,209.611129,538.095238,802.220888,334.702259,300.06502,hOd
Female,185.948478,793.793321,322.103114,146.856841,547.75139,433.765413,823.809524,548.019208,292.950034,289.661899,hod
Female,267.213115,555.765595,563.297601,181.458003,713.23901,480.240278,605.442177,594.837935,55.78371,607.93238,hUd
Female,30.679157,553.717706,882.59316,273.375594,663.971703,335.757193,571.768707,643.457383,100.616016,448.63459,hud
Female,534.192037,517.958412,456.100051,426.57158,515.159171,312.677837,571.088435,378.751501,60.232717,746.09883,hed
Female,225.761124,195.337114,698.060235,734.548336,1000,633.259564,552.380952,232.593037,443.874059,658.972692,hid
Female,474.941452,224.952741,529.35171,615.953513,813.036887,448.308568,370.748299,362.545018,242.642026,771.456437,hId
Female,631.615925,288.594833,436.447167,715.266772,544.21425,342.396459,357.142857,192.076831,542.436687,702.535761,hEd
Female,742.388759,534.499055,485.451761,517.168516,428.751895,172.304774,522.108844,317.827131,295.003422,628.413524,hAd
Female,602.107728,626.654064,546.707504,311.41046,120.768065,284.539994,616.326531,673.769508,329.226557,360.53316,hYd
Female,581.264637,532.136106,505.870342,408.610671,402.728651,408.156813,573.129252,265.906363,189.596167,749.349805,had
Female,511.943794,627.756774,597.243492,363.180137,198.837797,279.79766,646.598639,717.887155,202.94319,334.20026,hOd
Female,186.416862,789.382483,299.642675,156.893819,579.838302,450.837812,854.421769,514.105642,269.678303,302.990897,hod
Female,275.175644,537.964713,544.155181,213.153724,748.863062,473.917167,518.367347,540.216086,68.788501,614.43433,hUd
Female,12.412178,592.627599,906.32976,281.563656,626.326427,321.214037,505.782313,633.253301,104.380561,465.214564,hud
Female,539.578454,514.492754,404.03267,426.307448,540.171804,373.695858,512.244898,343.637455,120.123203,704.486346,hed
Female,122.716628,264.650284,861.664114,758.848389,946.184942,587.100854,481.632653,268.607443,446.954141,641.417425,hid
Female,495.316159,216.918715,519.397652,604.331749,806.973219,421.435346,422.108844,367.947179,219.028063,777.308192,hId
Female,646.135831,244.643982,429.300664,673.534073,597.776655,319.949415,487.414966,162.364946,437.713895,783.810143,hEd
Female,733.021077,522.52678,501.786626,524.828315,420.414351,186.531774,508.843537,339.435774,273.442847,684.330299,hAd
Female,597.892272,632.167612,537.26391,290.279979,123.04194,289.914638,616.666667,653.361345,368.925394,368.010403,hYd
Female,522.014052,515.910523,401.225115,421.817221,546.235472,411.95068,478.571429,181.272509,317.932923,762.028609,had
Female,494.847775,598.456207,554.109239,287.110407,264.022233,354.41037,674.14966,642.256903,226.557153,316.319896,hOd
Female,189.227166,768.115942,393.568147,125.462229,547.75139,393.613658,863.945578,529.111645,388.774812,344.278283,hod
Female,236.76815,547.416509,555.640633,268.621236,781.960586,485.614923,411.22449,426.770708,245.379877,594.928479,hUd
Female,0,601.449275,844.053088,284.204966,650.328449,335.757193,565.986395,655.162065,76.659822,447.3342,hud
Female,575.87822,480.781348,451.50587,387.216059,535.118747,391.400569,563.945578,403.061224,60.91718,637.516255,hed
Female,35.831382,552.930057,987.238387,870.047544,471.955533,111.602909,331.632653,424.969988,530.45859,761.703511,hid
Female,241.217799,459.987398,822.613578,711.833069,720.31329,102.750553,139.795918,253.0012,330.253251,869.635891,hId
Female,341.451991,331.127914,624.042879,743.52879,590.197069,96.743598,345.918367,268.007203,419.917864,894.018205,hEd
Female,402.107728,390.831758,479.836651,436.080296,428.751895,305.722415,603.061224,551.620648,349.075975,766.579974,hAd
Female,561.592506,567.26528,316.743236,323.560486,346.639717,419.538413,931.632653,220.588235,323.066393,563.719116,hYd
Female,486.651054,513.074984,277.947933,439.249868,368.873168,432.50079,655.102041,334.633854,352.156057,820.546164,had
Female,342.388759,676.118463,442.062277,252.773376,369.125821,330.382548,774.829932,658.163265,0,587.776333,hOd
Female,196.252927,932.1046,432.618683,20.338088,486.356746,453.050901,588.095238,728.091236,164.95551,455.136541,hod
Female,174.004684,849.873976,527.565084,55.995774,622.789288,453.999368,485.37415,482.292917,124.914442,542.262679,hUd
Female,72.36534,908.00252,490.811639,230.586371,495.957554,170.091685,809.183673,340.636255,241.957563,662.548765,hud
Female,254.332553,563.011972,592.138846,300.845219,563.415867,365.475814,363.945578,311.82473,409.993155,826.723017,hed
Female,20.374707,566.005041,995.405819,848.652932,467.407782,159.974708,269.047619,454.381753,572.553046,695.708713,hid
Female,191.569087,537.334594,780.245023,741.151611,611.419909,0,194.217687,249.69988,457.221081,931.079324,hId
Female,292.740047,370.510397,662.838183,697.569995,590.449722,52.481821,340.47619,289.015606,460.301164,903.120936,hEd
Female,364.637002,393.194707,488.259316,437.665082,461.849419,314.258615,575.170068,554.021609,353.524983,746.749025,hAd
Female,517.564403,557.183365,334.09903,341.521395,304.44669,433.765413,960.204082,236.194478,358.316222,513.003901,hYd
Female,420.140515,513.232514,341.755998,433.967248,340.828701,394.245969,690.816327,427.070828,311.088296,794.538362,had
Female,310.070258,700.378072,446.145993,189.910195,398.938858,368.63737,716.326531,682.172869,1.368925,638.16645,hOd
Female,172.599532,920.447385,361.919347,0,572.006064,595.953209,546.938776,651.260504,88.295688,491.872562,hod
